;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Z7 - Zoznam prípravkov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1 Názov prípravku;2 Chemická látka;3 âíslo autorizácie;4 DrÏiteº;4b DrÏiteº názov;5 Formulácia;6 Funkcia prípravku;;7 Dátum ukonãenia platnosti autorizácie;8 Typ pouÏívateºa;9a Paraleln˘ obchod;9b Paraleln˘ obchod;10 Identická autorizácia;11 Typ prípravku;12 Referenãn˘ prípravok;13 Dátum ukonãenia predaja;14 Dátum ukonãenia spotreby;15 Stav rozhodnutia;16 SIGNAL;17 GHS;18 EUH;19 H;20 P;21 PHO;22 SP;23 V;24 Vc;25 Vo;26 Vt;27 Z
;GALLANT SUPER;Haloxyfop-P (Haloxyfop-R) (104.000 g/l);14-11-1409;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;EC;H;;31.12.2020;Profi;N;N;N;Pripravok;;30.06.2021;30.06.2022;dopredaj;Nebezpeãenstvo;GHS07,GHS09;EUH066,EUH401;H317,H318,H336,H410;P280,P302+P352,P304+P340,P305+P351+P338,P315,P501;PHO1;SP 1,SPe 3,SPo 2;V3;Vã3;Vo2;Vt5;Z4
;·AMAN;Alkylfenolalkoxylát (990.000 g/l);13-20-1340;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;SL;INE;;22.09.2021;Profi;N;N;N;Adjuvant;;22.03.2022;22.03.2023;autorizovany;Pozor;GHS07,GHS09;EUH401;H319,H411;P280,P305+P351+P338,P337+P313,P391,P501;;SP 1;;;;;
;METAZAMIX;Aminopyralid (5.300 g/l),Metazachlor (500.000 g/l),Picloram (13.300 g/l);14-11-1470;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;SC;H;;31.07.2022;Profi;N;N;N;Pripravok;;31.01.2023;31.01.2024;autorizovany;Pozor;GHS08,GHS09;EUH208,EUH401;H351,H410;P202,P280,P302+P352,P501;PHO1;SP 1,SPe 1,SPe 3;V3;0;Vo1;Vt5;Z4
;LONTREL 72 SG;Clopyralid (720.000 g/kg);14-11-1479;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;SG;H;;30.04.2021;Profi;N;N;N;Pripravok;;30.10.2021;30.10.2022;autorizovany;Pozor;GHS09;EUH401;H410,H411;P201,P280,P301+P312,P302+P352,P391,P501;;SP 1;V3;;Vo3;Vt5;Z4
;ALGINURE;-;15-20-1507;BIN;BIOCONT LABORATORY, SPOL. S R.O.;SL;INE;;31.07.2020;Profi;N;N;N;Pomocny;;09.12.2020;09.12.2021;spotreba;;;;;;;;V3;Vã3;Vo4;Vt5;Z4
;ALTELA;extrakt z produktu fermentácie  Lactobacillus sp., such˘ (42.000 g/l),extrakt z juky, such˘ (10.000 g/l);19-00460-PM;BIN;BIOCONT LABORATORY, SPOL. S R.O.;SL;INE;;04.02.2029;Profi;N;N;N;Pomocny;;04.08.2029;04.08.2030;autorizovany;Nebezpeãenstvo;GHS05,GHS07,GHS09;EUH401;H302,H318,H411;P273,P280,P301+P312,P305+P351+P338,P501;;;V3;Vã2;Vo4;Vt5;Z4
;TRICHOPLUS ;Trichogramma pintoi (800.000 ks),Trichogramma evanescens (200.000 ks);17-00092-AU;BIN;BIOCONT LABORATORY, SPOL. S R.O.;XX;BG;;21.11.2028;Profi, Neprofi;N;N;N;Pomocny;;21.05.2029;21.05.2030;autorizovany;;;EUH401;;P102,P280;;;;;;;
;Typhlodromus pyri ;Typhlodromus pyri (30.000 ks);17-00093-AU;BIN;BIOCONT LABORATORY, SPOL. S R.O.;XX;BG;;21.11.2028;Profi, Neprofi;N;N;N;Pomocny;;21.05.2029;21.05.2030;autorizovany;;;EUH401;;P102,P280;;;;;;;
;MADEX TOP;Cydia pomonella Granulovirus (CpGV) (3.000x10?? CFU/L);16-06-1835;BIN;BIOCONT LABORATORY, SPOL. S R.O.;SC;I;;30.04.2022;Profi;N;N;N;Pripravok;;31.10.2022;31.10.2023;autorizovany;NepoÏaduje sa;Bez GHS;EUH208,EUH210,EUH401;H - bez oznaãenia;P101,P260,P280,P501;;SP 1;V3;Vã3;Vo4;Vt5;Z4
;TRICHOMIL;Trichoderma harzianum strains T-22 and ITEM 908 (1.000x10? spor.g);12-02-1263;BIO;JOZEF DRIMAL - BIOMO, spol. s r.o;SC;F;;30.04.2019;Profi;N;N;N;Pripravok;;30.10.2019;30.10.2020;neautorizovany;;;;;;;SP 1;V3;Vã3;Vo4;Vt5;Z4
;POLYVERSUM;Pythium oligandrum M1 (1000000.000 spor.g);08-02-0983;BIP;BIOPREPARÁTY Spol. s r.o.;WP;F;;30.04.2022;Profi;N;N;N;Pripravok;;30.10.2022;30.10.2023;autorizovany;NepoÏaduje sa;Bez GHS;EUH208,EUH401;H - bez oznaãenia;P102,P262,P270,P273,P280,P301+P310,P305+P351+P338,P405,P420,P501;-;SP 1;V3;Vã3;Vo4;Vt5;Z4
;ISOMATE CTT;Straight Chain Lepidopteran Pheromones (897.000 g/kg);20-00675-AU;CBC;CBC (EUROPE) S.R.L.;VP;INE;;31.08.2021;Profi;N;N;N;Pripravok;;28.02.2022;28.02.2023;autorizovany;Pozor;GHS07,GHS09;EUH401;H315,H317,H411;P101,P102,P264,P270,P273,P280,P302+P352,P333+P313,P501;;SP 1;V3;Vã3;Vo1;Vt5;Z4
;ISONET L PLUS;(E,Z)-7,9-Dodecadien-1-yl acetate (191.000 mg/ks),(Z)-9-Dodecen-1-yl acetate (22.000 mg/ks);19-00627-AU;CBC;CBC (EUROPE) S.R.L.;VP;RE;;31.08.2021;Profi;N;N;N;Pripravok;;28.02.2022;28.02.2023;autorizovany;Pozor;GHS07,GHS09;EUH401;H315,H411;P102,P262,P264,P273,P280,P332+P313,P501;;SP 1;V3;Vã3;Vo2;Vt5;Z4
;LEPINOX PLUS;Bacillus thuringiensis subsp. Kurstaki str (375.000 g/kg);15-06-1682;CBC;CBC (EUROPE) S.R.L.;WP;I;;30.04.2022;Profi;N;N;N;Pripravok;;31.10.2022;31.10.2023;autorizovany;NepoÏaduje sa;Bez GHS;EUH208,EUH210,EUH401;H - bez oznaãenia;P101,P260,P262,P270,P280,P301+P310,P391,P501;;SP 1,SPo 5;V3;Vã3;Vo4;Vt5;Z4
;AQ 10;Ampelomyces quisqualis strain AQ10 (580.000 g/kg);14-02-1440;CBC;CBC (EUROPE) S.R.L.;WG;F;;31.07.2024;Profi;N;N;N;Pripravok;;31.01.2025;31.01.2026;autorizovany;;Bez GHS;EUH401;;P102,P233,P260,P262,P270,P280,P391,P501;-;SP 1;V3;Vã3;Vo4;Vt5;Z4
;KORVETTO;Clopyralid (120.000 g/l),Halauxifen-methyl (5.000 g/l);19-00440-AU;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;EC;H;;30.04.2021;Profi;N;N;N;Pripravok;;30.10.2021;30.10.2022;autorizovany;Pozor;GHS07,GHS09;EUH066,EUH401;H319,H335,H410;P261,P280,P302+P352,P304+P340,P305+P351+P338,P391,P501;;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;TALENT;Myclobutanil (200.000 g/l);16-02-1763;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;EW;F;;31.05.2022;Profi;N;N;N;Pripravok;;30.11.2022;30.11.2023;autorizovany;Pozor;GHS07,GHS08;EUH210,EUH401;H319,H361d;P102,P201,P263,P270,P280,P305+P351+P338,P308+P313,P337+P313,P363,P372,P391,P501;0;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;BELKAR;Picloram (48.000 g/l),Halauxifen-methyl (10.000 g/l);18-00283-AU;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;EC;H;;31.12.2022;Profi;N;N;N;Pripravok;;30.06.2023;30.06.2024;autorizovany;Pozor;GHS07,GHS09;EUH066,EUH401;H319,H335,H410;P261,P280,P302+P352,P304+P340,P305+P351+P338,P312,P337+P313,P391,P405,P501;;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;PIXXARO;Cloquintocet mexyl (12.000 g/l),Fluroxypyr (280.000 g/l),Halauxifen-methyl (12.500 g/l);17-11-1915;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;EC;H;;31.12.2022;Profi;N;N;N;Pripravok;;30.06.2023;30.06.2024;autorizovany;Pozor;GHS07,GHS09;EUH401;H317,H319,H335,H410;P280,P302+P352,P305+P351+P338,P337+P313,P391,P501;;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;ZYPAR;Cloquintocet mexyl (6.000 g/l),Florasulam (5.000 g/l),Halauxifen-methyl (6.250 g/l);17-00141-AU;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;OD;H;;05.08.2026;Profi;N;N;N;Pripravok;;05.02.2027;05.02.2028;autorizovany;Pozor;GHS07,GHS09;EUH401;H315,H317,H319,H410;P280,P302+P352,P305+P351+P338,P337+P313,P391,P501;;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;ORCANE;Florasulam (100.000 g/kg),Pyroxsulam (240.000 g/kg),Halauxifen-methyl (104.230 g/kg);19-00574-AU;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;WG;H;;30.04.2025;Profi;N;N;N;Pripravok;;30.10.2025;30.10.2026;autorizovany;Pozor;GHS09;EUH208,EUH401;H410;P280,P391,P501;;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;TRANSFORM;Sulfoxaflor (500.000 g/l);17-00167-AU;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;WG;I;;18.08.2026;Profi;N;N;N;Pripravok;;18.02.2027;18.02.2028;autorizovany;Pozor;GHS09;EUH401;H410;P273,P280,P391,P501;PHO4;SP 1,SPe 3,SPe 8;V3;Vã2;Vo1;Vt5;Z4
;PYRINEX M22;Chlorpyrifos-methyl (225.000 g/l);15-05-1595;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;EC;I;;16.02.2020;Profi;N;N;N;Pripravok;;16.04.2020;16.04.2020;neautorizovany;Nebezpeãenstvo;GHS07,GHS08,GHS09;EUH401;H304,H315,H317,H336,H410;P261,P280,P301+P310,P302+P352,P305+P351+P338,P331,P501;;SP 1,SPe 3;V2;Vã1;Vo1;Vt5;Z4
;LONTREL 600;Clopyralid (600.000 g/l);15-11-1690;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;SL;H;;30.04.2021;Profi;N;N;N;Pripravok;;31.10.2021;31.10.2022;autorizovany;Nebezpeãenstvo;GHS09;EUH401;H410;P273,P280,P391,P501;;SP 1,SPe 3;V3;Vc - bez oznaãenia;Vo3;Vt5;Z4
;GONDOLA;Sulfoxaflor (120.000 g/l);18-00257-AU;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;SC;I;;18.08.2026;Profi;N;N;N;Pripravok;;18.02.2027;18.02.2028;autorizovany;Pozor;GHS09;EUH208,EUH401;H411;P273,P280,P391,P501;PHO4;SP 1,SPe 3,SPe 8;V3;Vã2;Vo1;Vt5;Z4
;TARZEC;Halauxifen-methyl (7.800 g/l);16-11-1831;DAS;Dow AgroSciences s.r.o., organizaãná zloÏka;EC;H;;05.08.2026;Profi;N;N;N;Pripravok;;05.02.2027;05.02.2028;autorizovany;Pozor;GHS07,GHS09;EUH401;H315,H317,H410;P273,P280,P302+P352,P333+P313,P391,P501;;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
;FERRIMAX;Ferric phosphate (8.100 g/kg);18-00412-MB;DES;DE SANGOSSE  SA;RB;ML;;31.12.2031;Neprofi;N;N;N;Pripravok;;30.06.2032;30.03.2033;autorizovany;NepoÏaduje sa;Bez GHS;EUH401;;P101,P102,P270,P280,P501;;SP 1;V3;Vã3;Vo4;Vt5;Z4
;IRONMAX PRO;Ferric phosphate (24.200 g/l);18-00222-AU;DES;DE SANGOSSE  SA;RB;ML;;31.12.2031;Profi;N;N;N;Pripravok;;30.06.2031;30.06.2033;autorizovany;NepoÏaduje sa;Bez GHS;EUH401;H - bez oznaãenia;P280,P501;;SP 1;V3;Vã3;Vo4;Vt5;Z4
;METAREX INOV;Metaldehyde (40.000 g/kg);13-05-1363;DES;DE SANGOSSE  SA;RB;ML;;31.05.2021;Profi;N;N;N;Pripravok;;30.11.2021;30.11.2022;autorizovany;NepoÏaduje sa;Bez GHS;EUH401;H - bez oznaãenia;P102,P262,P270,P280,P391,P501;;SP 1,SPe 4,SPe 6,SPo 5;V3;Vã3;Vo2;Vt3;Z3
;CLARTEX NEO;Metaldehyde (40.000 g/kg);13-05-1364;DES;DE SANGOSSE  SA;RB;ML;;31.05.2021;Profi;N;N;N;Pripravok;;30.11.2021;30.11.2022;autorizovany;;Bez GHS;EUH401;;P102,P262,P270,P280,P391,P501;-;SP 1,SPe 4,SPe 6,SPo 5;V3;Vã3;Vo2;Vt3;Z3
;METAREX M;Metaldehyde (25.400 g/kg);15-MB-1510;DES;DE SANGOSSE  SA;RB;ML;;31.05.2022;Neprofi;N;N;N;Pripravok;;30.11.2022;30.11.2023;autorizovany;;;EUH208,EUH210,EUH401;;P101,P102,P262,P270,P280,P391,P501;;SP 1,SPe 4,SPe 6;V3;0;Vo2;Vt3;Z2
;GASTOXIN PELLETY;Aluminium phosphide (560.000 g/kg);17-00056-AU;DET;Detia Freyberg GmbH;GE;I,SK;;31.08.2023;Profi;N;N;N;Pripravok;;28.02.2024;28.02.2025;autorizovany;Nebezpeãenstvo;GHS05,GHS06,GHS07,GHS09;EUH029,EUH032,EUH401;H260,H300,H311,H315,H318,H330,H400;P202,P223,P232,P234,P273,P280,P301+P310,P304+P340,P321,P335,P370+P378,P391,P402+P404,P405,P501;;SP 1,SPo 1;;;Vo1;Vt1;Z2
;GASTOXIN TABLETY;Aluminium phosphide (560.000 g/kg);17-00055-AU;DET;Detia Freyberg GmbH;GE;I,SK;;31.08.2023;Profi;N;N;N;Pripravok;;28.02.2024;28.02.2025;autorizovany;Nebezpeãenstvo;GHS05,GHS06,GHS07,GHS09;EUH029,EUH032,EUH401;H260,H300,H311,H315,H318,H330,H400;P202,P223,P232,P234,P273,P280,P301+P310,P304+P340,P321,P335,P370+P378,P391,P402+P404,P405,P501;;SP 1,SPo 1;V - bez oznaãenia;Vc - bez oznaãenia;Vo1;Vt1;Z2
;GASTOXIN REGULARS;Aluminium phosphide (560.000 g/kg);17-00044-AU;DET;Detia Freyberg GmbH;GE;I,SK;;31.08.2023;Profi;N;N;N;Pripravok;;28.02.2024;28.02.2025;autorizovany;Nebezpeãenstvo;GHS05,GHS06,GHS07,GHS09;EUH029,EUH032,EUH401;H260,H300,H311,H315,H318,H330,H400;P202,P223,P232,P234,P273,P280,P301+P310,P304+P340,P321,P335,P370+P378,P391,P402+P404,P405,P501;;SP 1,SPo 1;V - bez oznaãenia;Vc - bez oznaãenia;Vo1;Vt1;Z2
;PHOSTOXIN TABLETY;Aluminium phosphide (560.000 g/l);16-13-1759;DET;Detia Freyberg GmbH;XX;I,SK;;31.08.2023;Profi;N;N;N;Pripravok;;28.02.2024;28.02.2025;autorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS06,GHS07,GHS09;EUH029,EUH032,EUH401;H260,H300,H311,H315,H318,H330,H400;P202,P223,P232,P234,P273,P280,P301+P310,P304+P340,P370+P378,P402+P404,P405,P501;;SP 1,SPo 1,SPr 2;0;N;Vo1;Vt1;Z2
;PHOSTOXIN PELETY/GRANULY;Aluminium phosphide (560.000 g/l);16-13-1758;DET;Detia Freyberg GmbH;GE;I,SK;;31.08.2023;Profi;N;N;N;Pripravok;;28.02.2024;28.02.2025;autorizovany;Nebezpeãenstvo;GHS02,GHS05,GHS06,GHS07,GHS09;EUH029,EUH032,EUH401;H260,H300,H311,H315,H318,H330,H400;P202,P223,P232,P234,P273,P280,P301+P310,P304+P340,P321,P335,P370+P378,P391,P402+P404,P405,P501;;SP 1,SPo 1,SPr 2;0;N;Vo1;Vt1;Z2
;DEGESCH-PLATE;Magnesium phosphide (560.000 g/l);16-05-1738;DET;Detia Freyberg GmbH;GE;I;;31.08.2023;Profi;N;N;N;Pripravok;;28.02.2024;28.02.2025;autorizovany;Nebezpeãenstvo;GHS02,GHS06,GHS09;EUH029,EUH032,EUH401;H260,H300,H312,H330,H400;P103,P202,P223,P232,P234,P273,P280,P301+P310,P304+P340,P321,P335,P370+P378,P391,P402+P404,P405,P501;N/A;SP 1,SPo 1,SPo 2,SPr 2;0;0;Vo1;Vt1;Z2
;DETIA GAS-EX-B;Aluminium phosphide (570.000 g/l);16-13-1753;DET;Detia Freyberg GmbH;GE;I,SK;;31.08.2020;Profi;N;N;N;Pripravok;;28.02.2021;28.02.2022;spotreba;Nebezpeãenstvo;GHS02,GHS06,GHS09;EUH029,EUH032,EUH401;H260,H300,H311,H318,H330,H400;P202,P223,P232,P234,P273,P280,P301+P310,P304+P340,P321,P335,P370+P378,P391,P402+P404,P405,P501;;SP 1,SPo 1,SPr 2;;;Vo1;Vt1;Z2
;ACANTO PLUS;Cyproconazole (80.000 g/l),Picoxystrobin (200.000 g/l);16-02-1716;DUC;DuPont CZ s.r.o;SC;F;;30.11.2017;Profi;N;N;N;Pripravok;;30.05.2018;30.11.2018;neautorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H317,H361d,H410;P201,P202,P261,P280,P302+P352,P308+P313,P363,P391,P405,P501;PHO1;SP 1;V3;Vã3;Vo1;Vt5;Z4
;TREORIS;Chlorothalonil (250.000 g/l),Penthiopyrad (100.000 g/l);14-02-1404;DUC;DuPont CZ s.r.o;SC;F;;20.11.2019;Profi;N;N;N;Pripravok;;20.05.2020;20.05.2020;neautorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H317,H332,H335,H351,H410;P201,P202,P261,P280,P302+P352,P308+P313,P363,P391,P403+P233,P501;PHO4;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;TITUS 25 WG;Rimsulfuron (aka renriduron) (250.000 g/kg);06-11-0757;DUC;DuPont CZ s.r.o;WG;H;;30.04.2022;Profi;N;N;N;Pripravok;;31.10.2022;31.10.2023;autorizovany;NepoÏaduje sa;GHS09;EUH401;H410;P273,P391,P501;;-;V3;Vã3;Vo4;Vt5;Z4
;TITUS PLUS EXTRA WG;Dicamba (609.000 g/kg),Rimsulfuron (aka renriduron) (32.600 g/kg);09-11-1037;DUC;DuPont CZ s.r.o;WG;H;;31.12.2021;Profi;N;N;N;Pripravok;;30.06.2022;30.06.2023;autorizovany;Nebezpeãenstvo;GHS05,GHS09;EUH401;H318,H410;P280,P305+P351+P338,P310,P338,P391,P501;PHO3;SP 1;V3;Vã3;Vo3;Vt5;Z4
;CREDO;Chlorothalonil (500.000 g/l),Picoxystrobin (100.000 g/l);11-02-1174;DUC;DuPont CZ s.r.o;EC;F;;30.11.2017;Profi;N;N;N;Pripravok;;30.05.2018;30.11.2018;neautorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H317,H332,H335,H351,H410;P201,P261,P280,P302+P352,P308+P313,P363,P391,P501;PHO4;SP 1,SPe 2,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;ACANTO;Picoxystrobin (250.000 g/l);07-02-0871;DUC;DuPont CZ s.r.o;SC;F;;30.11.2017;Profi;N;N;N;Pripravok;;30.05.2018;30.11.2018;neautorizovany;Pozor;-,GHS09;EUH208,EUH401;H410;P391,P501;;SP 1;V3;Vã3;Vo1;Vt5;Z4
;ACCENT 75 WG;Nicosulfuron (750.000 g/kg);10-11-1111;DUC;DuPont CZ s.r.o;WG;H;;31.12.2022;Profi;N;N;N;Pripravok;;30.06.2023;30.06.2024;autorizovany;Pozor;GHS09;EUH - bez oznaãenia;H410;P391,P501;PHO3;SP 1;V3;Vã3;Vo3;Vt5;Z4
;KELVIN 75 WG;Nicosulfuron (750.000 g/kg);10-11-1116;DUC;DuPont CZ s.r.o;WG;H;;31.12.2022;Profi;N;N;N;Pripravok;;30.06.2023;30.06.2024;autorizovany;Pozor;GHS09;;H410;P391,P501;PHO3;SP 1;V3;Vã3;Vo3;Vt5;Z4
;GRID;Rimsulfuron (aka renriduron) (500.000 g/kg),Thifensulfuron-methyl (250.000 g/kg);06-11-0761;DUC;DuPont CZ s.r.o;WG;H;;30.06.2023;Profi;N;N;N;Pripravok;;30.12.2023;30.12.2024;autorizovany;Pozor;GHS09;EUH401;H410;P273,P391,P501;;;V3;Vã3;Vo2;Vt5;Z4
;LEXUS 50 WG;Flupyrsulfuron-methyl (DPX KE 459) (500.000 g/kg);11-11-1158;DUC;DuPont CZ s.r.o;WG;H;;13.12.2017;Profi;N;N;N;Pripravok;;13.06.2018;13.12.2018;neautorizovany;Pozor;GHS09;EUH401;H410;P391,P501;;SP 1;V3;Vã3;Vo2;Vt5;Z4
;EPILOG 75 WG;Nicosulfuron (750.000 g/kg);10-11-1112;DUC;DuPont CZ s.r.o;WG;H;;31.12.2022;Profi;N;N;N;Pripravok;;30.06.2023;30.06.2024;autorizovany;Pozor;GHS09;EUH401;H410;P391,P501;PHO3;SP 1;V3;Vã3;Vo3;Vt5;Z4
;HECTOR 53,6 WG;Nicosulfuron (429.000 g/kg),Rimsulfuron (aka renriduron) (107.000 g/kg);10-11-1093;DUC;DuPont CZ s.r.o;WG;H;;31.12.2021;Profi;N;N;N;Pripravok;;30.06.2022;30.06.2023;autorizovany;Pozor;GHS09;EUH401;H410;P391,P501;PHO3;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;CURZATE GOLD;Cymoxanil (45.000 g/kg),Mancozeb (680.000 g/kg);16-02-1765;DUC;DuPont CZ s.r.o;WG;F;;31.01.2022;Profi;N;N;N;Pripravok;;31.07.2022;31.07.2023;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH208,EUH401;H317,H361fd,H410;P201,P202,P261,P273,P280,P302+P352,P308+P313,P333+P313,P363,P391,P405,P420,P501;;SP 1,SPe 3,SPe 4;V3;Vã3;Vo1;Vt5;Z4
;GLEAN 75 WG;Chlorsulfuron (750.000 g/kg);14-11-1455;DUC;DuPont CZ s.r.o;WG;H;;31.12.2019;Profi;N;N;N;Pripravok;;30.06.2020;30.06.2021;spotreba;Pozor;GHS09;EUH401;H410;P391,P501;PHO3;SP 1;V3;Vã3;Vo1;Vt5;Z4
;FRELIZON;Penthiopyrad (160.000 g/l),Picoxystrobin (80.000 g/l);16-02-1813;DUC;DuPont CZ s.r.o;SC;F;;30.11.2017;Profi;N;N;N;Pripravok;;30.05.2018;30.11.2018;neautorizovany;;GHS09;EUH208,EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;Talendo Extra;Proquinazid (160.000 g/l),Tetraconazole (80.000 g/l);14-02-1482;DUC;DuPont CZ s.r.o;EC;F;;31.05.2023;Profi;N;N;N;Pripravok;;30.11.2023;30.11.2024;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H319,H351,H361fd,H410;P101,P102,P201,P264,P270,P280,P305+P351+P338,P308+P313,P337+P313,P391,P501;;SP 1,SPe 3,SPe 4;V3;Vc - bez oznaãenia;Vo1;Vt5;Z4
;PRINCIPAL PLUS 66,5 WG;Dicamba (550.000 g/kg),Nicosulfuron (92.000 g/kg),Rimsulfuron (aka renriduron) (23.000 g/kg);12-11-1231;DUC;DuPont CZ s.r.o;WG;H;;30.04.2022;Profi;N;N;N;Pripravok;;31.10.2022;31.10.2023;autorizovany;Pozor;GHS07,GHS09;EUH401;H319,H400,H410;P264,P280,P305+P351+P338,P337+P313,P391,P501;PHO3;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;KELVIN 4 OD;Nicosulfuron (40.000 g/l);11-11-1222;DUC;DuPont CZ s.r.o;OD;H;;31.12.2022;Profi;N;N;N;Pripravok;;30.06.2023;30.06.2024;autorizovany;Pozor;GHS07,GHS09;EUH401;H315,H410;P280,P302+P352,P332+P313,P362,P391,P501;PHO3;SP 1;V3;Vã3;Vo3;Vt5;Z4
;KELVIN 4 SC;Nicosulfuron (40.000 g/l);11-11-1223;DUC;DuPont CZ s.r.o;SC;H;;31.12.2022;Profi;N;N;N;Pripravok;;30.06.2023;30.06.2024;autorizovany;Pozor;GHS07,GHS09;EUH - bez oznaãenia;H317,H410;P261,P272,P280,P302+P352,P333+P313,P363,P391,P501;PHO3;SP 1;V3;Vã3;Vo3;Vt5;Z4
;TANOS 50 WG;Cymoxanil (250.000 g/kg),Famoxadone (250.000 g/kg);06-02-0747;DUC;DuPont CZ s.r.o;WG;F;;30.06.2021;Profi;N;N;N;Pripravok;;30.12.2021;30.12.2022;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH208,EUH401;H302,H317,H361,H373,H410;P201,P260,P273,P280,P302+P352,P308+P313,P363,P391,P405,P420,P501;;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;TALENDO 20 EC;Proquinazid (200.000 g/l);06-02-0712;DUC;DuPont CZ s.r.o;EC;F;;31.07.2023;Profi;N;N;N;Pripravok;;31.01.2024;31.01.2025;autorizovany;Nebezpeãenstvo;GHS05,GHS08,GHS09;;H315,H318,H351,H410;P201,P280,P302+P352,P305+P351+P338,P308+P313,P310,P362,P391,P501;;SP 1;V3;Vã3;Vo1;Vt5;Z4
;TALIUS 20 EC;Proquinazid (200.000 g/l);06-02-0748;DUC;DuPont CZ s.r.o;EC;F;;31.07.2023;Profi;N;N;N;Pripravok;;31.01.2024;31.01.2025;autorizovany;Nebezpeãenstvo;GHS05,GHS08,GHS09;EUH401;H315,H318,H351,H410;P201,P280,P302+P352,P305+P351+P338,P308+P313,P310,P362,P391,P501;;SP 1;V3;Vã3;Vo1;Vt5;Z4
;CODACIDE;Plant oils/ Rape seed oil (950.000 g/l);12-20-1302;DUC;DuPont CZ s.r.o;OD;INE;;11.10.2022;Profi;N;N;N;Pomocny;;11.04.2023;11.04.2024;autorizovany;;;;;;;;;;;;
;CURZATE 60WG;Cymoxanil (600.000 g/kg);20-00789-AU;DUC;DuPont CZ s.r.o;WG;F;;31.08.2022;Profi;N;N;N;Pripravok;;28.02.2023;28.02.2024;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H302,H317,H361fd,H373,H410;P201,P202,P260,P264,P280,P301+P312,P302+P352,P308+P313,P333+P313,P363,P391,P405,P501;-;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;ARIGO 51 WG;Mesotrione (360.000 g/kg),Nicosulfuron (120.000 g/kg),Rimsulfuron (aka renriduron) (30.000 g/kg);16-11-1836;DUC;DuPont CZ s.r.o;WG;H;;31.07.2023;Profi;N;N;N;Pripravok;;31.01.2024;31.01.2025;autorizovany;Pozor;GHS09;EUH401;H410;P273,P280,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo3;Vt5;Z4
;GLEAN PLUS;Diflufenican (416.700 g/kg),Chlorsulfuron (125.000 g/kg);17-11-1903;DUC;DuPont CZ s.r.o;WG;H;;31.12.2019;Profi;N;N;N;Pripravok;;30.06.2020;30.06.2021;spotreba;Pozor;GHS09;EUH401;H410;P273,P391,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo1;Vt5;Z4
;ZORVEC ENDAVIA;Benthiavalicarb (62.270 g/l),Oxathiapiprolin (30.000 g/l);20-00756-AU;DUC;DuPont CZ s.r.o;OD;F;;31.07.2021;Profi;N;N;N;Pripravok;;28.02.2022;28.02.2023;autorizovany;Pozor;GHS07,GHS08,GHS09;EUH401;H317,H319,H351,H411;P101,P102,P201,P261,P264,P272,P273,P280,P302+P352,P305+P351+P338,P308+P313,P333+P313,P337+P313,P362+P364,P391,P405,P501;PHO1;SP 1,SPe 3;V3;Vã3;Vo2;Vt5;Z4
